M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle
16817,7168,4096,False,torch.bfloat16,torch.bfloat16,False,False
1,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False
2,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False
4,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False
8,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False
16,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False
24,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False
32,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False
40,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False
48,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False
56,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False
64,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False
96,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False
128,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False
256,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False
512,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False
1024,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False
2048,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False
4096,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False
8192,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False
1,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False
2,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False
4,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False
8,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False
16,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False
24,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False
32,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False
40,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False
48,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False
56,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False
64,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False
96,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False
128,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False
256,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False
512,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False
1024,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False
2048,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False
4096,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False
8192,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False
1,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False
2,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False
4,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False
8,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False
16,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False
24,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False
32,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False
40,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False
48,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False
56,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False
64,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False
96,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False
128,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False
256,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False
512,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False
1024,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False
1,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False
2,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False
4,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False
8,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False
16,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False
24,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False
32,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False
40,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False
48,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False
56,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False
64,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False
96,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False
128,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False
