M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle
1499,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1500,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1501,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1502,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1504,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1506,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1509,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1510,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1513,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1518,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1522,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1525,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1532,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1534,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1536,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1537,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1538,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1539,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1540,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1541,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1542,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1543,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1544,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1545,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1546,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1547,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1548,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1733,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2003,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2131,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2149,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2328,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2420,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2563,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2593,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2625,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2633,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2641,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2645,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2682,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2711,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2723,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2733,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2738,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2741,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2745,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2747,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2761,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2765,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2773,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2778,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2810,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2814,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2825,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2826,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2852,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2855,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2856,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2867,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2870,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2873,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2874,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2877,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2883,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2898,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2921,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2926,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2930,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2934,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2937,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2938,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2943,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2955,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2958,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2965,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2969,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2970,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2973,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
2986,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3005,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3006,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3010,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3013,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3017,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3038,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3049,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3050,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3052,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3055,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3070,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3072,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3073,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3074,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3075,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3076,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3077,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3078,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3079,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3080,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3081,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3082,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3083,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3084,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3102,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3110,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3125,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3127,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3128,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3129,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3130,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3133,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3150,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3166,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3185,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3188,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3207,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3218,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3225,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3228,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3229,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3232,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3245,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3247,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3255,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3260,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3265,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3276,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3295,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3311,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3323,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3328,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3344,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3346,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3349,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3351,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3372,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3382,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3398,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3404,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3420,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3424,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3426,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3438,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3444,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3446,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3449,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3456,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3469,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3470,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3478,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3479,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3496,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3497,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3510,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3515,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3520,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3525,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3553,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3558,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3561,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3589,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3592,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3600,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3611,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3612,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3630,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3635,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3642,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3643,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3672,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3680,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3689,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3691,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3693,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3701,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3704,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3711,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3715,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3718,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3724,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3737,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3740,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3741,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3742,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3762,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3766,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3767,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3768,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3770,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3774,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3777,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3781,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3807,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3808,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3810,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3816,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3818,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3848,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3849,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3853,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3863,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3882,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3897,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3904,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3908,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3928,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3935,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3938,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3945,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3955,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3965,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3966,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3967,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3968,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3988,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3990,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
3999,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
4000,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
4014,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
4017,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
4019,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
4031,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
4047,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
4054,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
4061,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
4070,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
4087,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
4096,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False
1025,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1026,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1029,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1052,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1053,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1059,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1060,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1069,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1073,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1076,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1081,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1082,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1083,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1084,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1085,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1086,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1089,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1097,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1100,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1126,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1127,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1128,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1133,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1134,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1140,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1141,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1143,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1150,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1151,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1155,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1156,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1164,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1166,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1175,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1177,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1180,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1181,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1191,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1193,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1208,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1209,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1213,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1215,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1216,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1217,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1221,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1228,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1234,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1236,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1251,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1252,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1253,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1259,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1262,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1270,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1276,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1279,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1284,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1288,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1291,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1293,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1302,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1304,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1305,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1308,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1311,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1314,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1315,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1316,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1321,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1323,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1327,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1335,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1337,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1339,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1345,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1346,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1350,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1356,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1360,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1370,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1371,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1374,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1376,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1377,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1390,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1407,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1417,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1422,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1423,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1426,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1434,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1437,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1444,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1445,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1446,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1448,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1450,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1451,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1454,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1459,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1461,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1462,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1463,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1466,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1478,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1485,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1487,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1489,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1497,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1498,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1499,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1500,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1501,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1502,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1504,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1506,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1509,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1510,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1513,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1518,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1522,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1525,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1532,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1534,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1536,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1537,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1538,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1539,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1540,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1541,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1542,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1543,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1544,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1545,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1546,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1547,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1548,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1733,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
2003,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False
1025,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1026,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1029,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1052,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1053,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1059,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1060,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1069,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1073,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1076,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1081,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1082,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1083,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1084,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1085,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1086,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1089,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1097,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1100,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1126,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1127,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1128,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1133,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1134,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1140,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1141,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1143,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1150,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1151,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1155,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1156,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1164,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1166,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1175,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1177,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1180,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1181,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1191,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1193,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1208,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1209,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1213,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1215,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1216,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1217,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1221,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1228,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1234,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1236,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1251,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1252,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1253,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1259,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1262,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
1270,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False
